project_id,project_type,location,budget,planned_duration_days,current_progress_pct,time_elapsed_pct,progress_efficiency,resource_availability,project_complexity,weather_impact,timeline_pressure,delay_days,additional_cost_usd,progress_variance,labor_availability,weather_risk_location,material_cost_factor
PROJ_1006,highway_construction,Bangalore,15842131.75,458,17.6,16.9,0.892,0.858,0.378,0.711,0.0,24.4,1015598.44,0.008,0.9,0.6,1.05
PROJ_1007,highway_construction,Hyderabad,11615349.09,645,30.4,44.4,0.658,0.884,0.349,0.426,0.14,29.6,639747.69,-0.14,0.8,0.7,1.0
PROJ_1008,industrial_facility,Mumbai,32320108.24,1058,25.9,13.3,0.55,0.754,0.538,0.572,0.0,44.6,1632574.91,0.126,0.8,0.9,1.1
PROJ_1009,highway_construction,Hyderabad,16202531.28,601,73.5,47.0,0.743,0.776,0.371,0.714,0.0,27.1,878466.97,0.265,0.8,0.7,1.0
PROJ_1010,commercial_building,Chennai,6905609.02,392,63.3,34.5,0.753,0.863,0.299,0.582,0.0,27.6,583213.84,0.288,0.8,0.8,1.0
PROJ_1011,highway_construction,Hyderabad,14341361.53,495,61.9,35.3,0.798,0.756,0.364,0.537,0.0,33.5,1165756.08,0.265,0.8,0.7,1.0
PROJ_1012,industrial_facility,Delhi,52777651.43,1139,79.9,12.2,0.733,0.789,0.586,0.478,0.0,42.0,2335313.66,0.677,0.9,0.8,1.0
PROJ_1013,bridge_construction,Delhi,36414522.93,929,89.4,77.3,0.836,0.9,0.46,0.403,0.3,19.2,901823.11,0.12,0.9,0.8,1.0
PROJ_1014,bridge_construction,Kolkata,35643882.41,655,26.9,32.9,0.675,0.789,0.476,0.559,0.06,45.6,2979857.4,-0.06,0.7,0.9,0.95
PROJ_1015,highway_construction,Mumbai,12527963.5,579,79.4,70.4,0.664,0.862,0.362,0.847,0.3,49.6,1286416.85,0.091,0.8,0.9,1.1
PROJ_1016,commercial_building,Chennai,11699138.77,445,81.1,44.7,0.559,0.799,0.305,0.536,0.0,24.7,779530.38,0.364,0.8,0.8,1.0
PROJ_1017,highway_construction,Delhi,16913127.48,445,61.7,35.5,0.713,0.805,0.382,0.621,0.0,21.6,986612.97,0.262,0.9,0.8,1.0
PROJ_1018,industrial_facility,Kolkata,37522669.91,1029,32.9,47.1,0.437,0.755,0.557,0.643,0.141,32.9,1441370.63,-0.141,0.7,0.9,0.95
PROJ_1019,highway_construction,Ahmedabad,12600517.41,488,69.9,28.6,0.673,0.892,0.358,0.522,0.0,37.9,1173822.22,0.412,0.8,0.8,0.98
PROJ_1020,highway_construction,Ahmedabad,16282339.44,439,56.5,54.8,0.614,0.744,0.352,0.426,0.0,26.5,1178810.98,0.017,0.8,0.8,0.98
PROJ_1021,residential_building,Mumbai,2251827.23,213,34.3,31.9,0.58,0.849,0.213,0.529,0.0,29.0,367577.03,0.024,0.8,0.9,1.1
PROJ_1022,highway_construction,Pune,13378550.29,527,85.7,19.6,0.676,0.83,0.356,0.481,0.0,20.7,630528.61,0.661,0.9,0.7,1.05
PROJ_1023,highway_construction,Mumbai,20048572.73,540,39.7,59.6,0.498,0.725,0.391,0.838,0.2,59.7,2657907.72,-0.2,0.8,0.9,1.1
PROJ_1024,bridge_construction,Hyderabad,35386218.4,931,70.5,30.7,0.602,0.84,0.463,0.488,0.0,37.4,1704850.82,0.398,0.8,0.7,1.0
PROJ_1025,industrial_facility,Pune,66051774.88,800,46.6,27.4,0.645,0.831,0.573,0.602,0.0,27.7,2748072.34,0.192,0.9,0.7,1.05
PROJ_1026,bridge_construction,Bangalore,19343017.71,857,11.8,76.5,0.827,0.835,0.461,0.651,0.947,41.3,1119941.89,-0.647,0.9,0.6,1.05
PROJ_1027,industrial_facility,Chennai,46230880.62,1001,18.3,36.0,0.551,0.835,0.554,0.487,0.177,51.1,2834296.14,-0.177,0.8,0.8,1.0
PROJ_1028,residential_building,Bangalore,1925103.6,151,29.2,62.3,0.675,0.828,0.215,0.47,0.331,35.3,538024.99,-0.331,0.9,0.6,1.05
PROJ_1029,bridge_construction,Mumbai,30427656.89,779,88.8,57.9,0.72,0.793,0.459,0.508,0.0,23.5,1100246.53,0.309,0.8,0.9,1.1
PROJ_1030,residential_building,Delhi,3323738.63,186,87.4,73.3,0.74,0.791,0.209,0.49,0.3,22.7,485612.13,0.141,0.9,0.8,1.0
PROJ_1031,bridge_construction,Kolkata,35947774.48,875,27.1,69.3,0.6,0.778,0.489,0.564,0.422,49.1,2421014.83,-0.422,0.7,0.9,0.95
PROJ_1032,highway_construction,Delhi,17779421.62,672,87.7,41.5,0.829,0.868,0.375,0.461,0.0,21.6,684891.76,0.461,0.9,0.8,1.0
PROJ_1033,industrial_facility,Kolkata,65178337.85,922,83.5,20.4,0.652,0.817,0.553,0.571,0.0,34.4,2916452.86,0.631,0.7,0.9,0.95
PROJ_1034,bridge_construction,Delhi,30907981.54,588,85.4,41.1,0.626,0.891,0.452,0.471,0.0,40.0,2522367.93,0.442,0.9,0.8,1.0
PROJ_1035,industrial_facility,Hyderabad,64766003.98,744,24.6,43.0,0.78,0.789,0.599,0.528,0.183,24.1,2513384.25,-0.183,0.8,0.7,1.0
PROJ_1036,bridge_construction,Pune,27708223.32,605,11.4,15.2,0.822,0.919,0.466,0.602,0.038,33.7,1850045.53,-0.038,0.9,0.7,1.05
PROJ_1037,bridge_construction,Chennai,23167425.33,846,27.6,11.5,0.604,0.737,0.441,0.532,0.0,41.0,1347587.27,0.161,0.8,0.8,1.0
PROJ_1038,residential_building,Bangalore,3313389.5,153,68.1,56.0,0.648,0.821,0.218,0.418,0.0,32.2,837375.84,0.121,0.9,0.6,1.05
PROJ_1039,bridge_construction,Mumbai,36274055.64,911,27.2,59.1,0.533,0.762,0.472,0.448,0.319,43.9,2096042.34,-0.319,0.8,0.9,1.1
PROJ_1040,bridge_construction,Chennai,25494415.18,845,52.9,24.8,0.614,0.836,0.472,0.612,0.0,36.4,1317892.91,0.281,0.8,0.8,1.0
PROJ_1041,industrial_facility,Delhi,35177924.58,875,44.6,40.3,0.598,0.845,0.566,0.577,0.0,25.5,1230983.82,0.043,0.9,0.8,1.0
PROJ_1042,industrial_facility,Chennai,46358535.34,1051,59.9,73.0,0.752,0.864,0.575,0.459,0.431,32.2,1703360.93,-0.131,0.8,0.8,1.0
PROJ_1043,residential_building,Chennai,2675827.11,222,11.0,31.6,0.772,0.789,0.194,0.489,0.207,29.3,425141.07,-0.207,0.8,0.8,1.0
PROJ_1044,residential_building,Mumbai,1803218.07,152,55.1,48.6,0.722,0.748,0.21,0.666,0.0,33.5,476378.2,0.065,0.8,0.9,1.1
PROJ_1045,bridge_construction,Mumbai,23459993.74,678,25.6,34.3,0.524,0.764,0.47,0.683,0.087,47.6,1979249.34,-0.087,0.8,0.9,1.1
PROJ_1046,bridge_construction,Pune,18224696.85,855,20.3,29.1,0.852,0.857,0.428,0.54,0.088,35.2,899530.26,-0.088,0.9,0.7,1.05
PROJ_1047,bridge_construction,Chennai,19755348.21,664,18.0,70.5,0.505,0.805,0.46,0.611,0.825,44.6,1590584.29,-0.525,0.8,0.8,1.0
PROJ_1048,residential_building,Ahmedabad,2783800.87,226,17.6,79.5,0.72,0.824,0.229,0.554,0.92,40.3,596117.64,-0.62,0.8,0.8,0.98
PROJ_1049,industrial_facility,Delhi,59036153.98,1100,16.1,31.7,0.878,0.853,0.591,0.446,0.156,19.6,1259708.2,-0.156,0.9,0.8,1.0
PROJ_1050,industrial_facility,Hyderabad,57811126.93,1122,45.9,69.0,0.648,0.804,0.553,0.558,0.231,29.7,1833921.58,-0.231,0.8,0.7,1.0
PROJ_1051,industrial_facility,Bangalore,57701649.41,1082,17.3,60.9,0.735,0.829,0.566,0.358,0.436,45.5,2910702.39,-0.436,0.9,0.6,1.05
PROJ_1052,bridge_construction,Bangalore,29365634.84,775,56.3,27.3,0.763,0.899,0.472,0.679,0.0,32.7,1488553.77,0.29,0.9,0.6,1.05
PROJ_1053,highway_construction,Kolkata,10885777.95,542,29.4,46.9,0.607,0.792,0.385,0.778,0.175,52.1,1254191.94,-0.175,0.7,0.9,0.95
PROJ_1054,residential_building,Delhi,3417982.47,145,68.4,55.9,0.743,0.8,0.218,0.624,0.0,35.4,997522.36,0.125,0.9,0.8,1.0
PROJ_1055,highway_construction,Ahmedabad,17384647.84,489,30.5,63.9,0.512,0.773,0.392,0.585,0.334,49.6,2118932.47,-0.334,0.8,0.8,0.98
PROJ_1056,highway_construction,Bangalore,11259116.03,556,77.7,49.9,0.656,0.8,0.341,0.514,0.0,31.3,761557.03,0.278,0.9,0.6,1.05
PROJ_1057,industrial_facility,Ahmedabad,62400630.26,1073,47.8,31.5,0.721,0.8,0.552,0.42,0.0,27.4,1909422.68,0.163,0.8,0.8,0.98
PROJ_1058,bridge_construction,Mumbai,31805590.95,838,67.0,47.8,0.738,0.828,0.457,0.799,0.0,35.8,1628738.44,0.192,0.8,0.9,1.1
PROJ_1059,industrial_facility,Kolkata,46844792.51,1129,35.8,30.3,0.532,0.827,0.571,0.388,0.0,37.5,1867469.97,0.054,0.7,0.9,0.95
PROJ_1060,residential_building,Pune,2587033.31,187,86.8,47.6,0.636,0.853,0.205,0.358,0.0,33.1,548857.02,0.392,0.9,0.7,1.05
PROJ_1061,industrial_facility,Hyderabad,31689875.01,797,59.3,51.6,0.613,0.719,0.537,0.606,0.0,46.7,2227124.83,0.077,0.8,0.7,1.0
PROJ_1062,industrial_facility,Bangalore,36451551.48,762,27.1,75.0,0.602,0.86,0.571,0.339,0.78,38.7,2218708.01,-0.48,0.9,0.6,1.05
PROJ_1063,residential_building,Chennai,2366782.52,177,75.6,16.3,0.7,0.833,0.204,0.517,0.0,29.3,470852.3,0.593,0.8,0.8,1.0
PROJ_1064,highway_construction,Hyderabad,16611021.02,629,47.6,32.4,0.728,0.806,0.382,0.605,0.0,24.7,781382.06,0.152,0.8,0.7,1.0
PROJ_1065,commercial_building,Hyderabad,9808970.25,377,18.5,34.6,0.548,0.821,0.276,0.566,0.161,27.0,843277.41,-0.161,0.8,0.7,1.0
PROJ_1066,bridge_construction,Chennai,20608925.34,868,17.4,35.8,0.576,0.814,0.465,0.692,0.184,30.0,853729.77,-0.184,0.8,0.8,1.0
PROJ_1067,commercial_building,Pune,8545970.88,366,79.2,55.5,0.652,0.828,0.299,0.498,0.0,36.0,1006683.63,0.237,0.9,0.7,1.05
PROJ_1068,highway_construction,Pune,13523282.21,594,59.2,10.6,0.731,0.82,0.357,0.531,0.0,20.9,570195.52,0.486,0.9,0.7,1.05
PROJ_1069,highway_construction,Delhi,17810028.32,604,36.4,53.9,0.662,0.855,0.386,0.787,0.175,32.7,1155683.63,-0.175,0.9,0.8,1.0
PROJ_1070,bridge_construction,Hyderabad,22606150.34,835,83.8,36.6,0.495,0.766,0.44,0.429,0.0,34.0,1105422.84,0.471,0.8,0.7,1.0
PROJ_1071,commercial_building,Hyderabad,12393549.41,408,78.6,22.8,0.611,0.832,0.278,0.47,0.0,21.6,785274.15,0.558,0.8,0.7,1.0
PROJ_1072,industrial_facility,Bangalore,49914882.88,883,19.9,27.8,0.867,0.856,0.582,0.47,0.079,23.7,1604260.72,-0.079,0.9,0.6,1.05
PROJ_1073,highway_construction,Bangalore,13070438.76,479,54.0,65.3,0.569,0.859,0.349,0.475,0.113,28.1,920130.06,-0.113,0.9,0.6,1.05
PROJ_1074,commercial_building,Chennai,7208153.22,406,52.6,57.8,0.663,0.816,0.31,0.588,0.052,32.0,682024.65,-0.052,0.8,0.8,1.0
PROJ_1075,commercial_building,Delhi,10146825.31,358,29.3,26.4,0.761,0.824,0.308,0.401,0.0,27.1,921681.12,0.028,0.9,0.8,1.0
PROJ_1076,commercial_building,Hyderabad,9698250.17,373,82.6,12.2,0.705,0.837,0.29,0.345,0.0,27.6,860901.76,0.704,0.8,0.7,1.0
PROJ_1077,bridge_construction,Kolkata,25652642.37,788,89.7,25.2,0.443,0.786,0.439,0.454,0.0,51.8,2024205.25,0.644,0.7,0.9,0.95
PROJ_1078,commercial_building,Delhi,12366397.57,441,76.2,32.1,0.614,0.848,0.313,0.483,0.0,22.4,752991.23,0.442,0.9,0.8,1.0
PROJ_1079,residential_building,Ahmedabad,3009783.4,203,68.8,44.5,0.741,0.794,0.231,0.583,0.0,19.0,338629.86,0.243,0.8,0.8,0.98
PROJ_1080,residential_building,Ahmedabad,2653345.58,205,64.8,10.1,0.795,0.883,0.23,0.443,0.0,15.8,246039.72,0.547,0.8,0.8,0.98
PROJ_1081,highway_construction,Delhi,15758747.41,701,23.3,18.5,0.688,0.872,0.352,0.628,0.0,34.5,930348.24,0.048,0.9,0.8,1.0
PROJ_1082,residential_building,Delhi,3535679.92,196,17.0,76.7,0.587,0.842,0.196,0.542,0.898,32.6,706186.66,-0.598,0.9,0.8,1.0
PROJ_1083,highway_construction,Chennai,19119422.34,697,54.0,25.8,0.699,0.844,0.377,0.516,0.0,25.7,846658.12,0.282,0.8,0.8,1.0
PROJ_1084,industrial_facility,Kolkata,45954501.23,894,18.8,20.9,0.677,0.765,0.547,0.614,0.021,44.6,2750043.02,-0.021,0.7,0.9,0.95
PROJ_1085,residential_building,Hyderabad,3466123.12,210,34.7,22.6,0.613,0.851,0.201,0.376,0.0,20.1,397900.12,0.121,0.8,0.7,1.0
PROJ_1086,commercial_building,Kolkata,9253132.17,419,75.4,76.9,0.697,0.773,0.301,0.697,0.315,32.0,849745.22,-0.015,0.7,0.9,0.95
PROJ_1087,commercial_building,Hyderabad,6231764.92,442,74.2,10.3,0.585,0.722,0.294,0.623,0.0,43.9,741889.66,0.639,0.8,0.7,1.0
PROJ_1088,highway_construction,Mumbai,17876996.68,536,15.8,48.5,0.715,0.81,0.378,0.854,0.327,41.2,1647748.54,-0.327,0.8,0.9,1.1
PROJ_1089,residential_building,Delhi,2181317.02,189,45.8,68.5,0.582,0.894,0.214,0.446,0.227,24.2,335355.14,-0.227,0.9,0.8,1.0
PROJ_1090,residential_building,Kolkata,3047581.62,167,41.4,19.8,0.579,0.807,0.214,0.462,0.0,21.6,471804.65,0.216,0.7,0.9,0.95
PROJ_1091,commercial_building,Chennai,6266018.8,301,39.5,12.4,0.594,0.833,0.275,0.532,0.0,36.0,900626.6,0.271,0.8,0.8,1.0
PROJ_1092,residential_building,Mumbai,2177824.36,144,17.1,57.7,0.753,0.843,0.204,0.536,0.406,31.9,577241.46,-0.406,0.8,0.9,1.1
PROJ_1093,bridge_construction,Pune,36459720.77,932,62.2,61.2,0.873,0.811,0.505,0.668,0.0,27.5,1288959.55,0.009,0.9,0.7,1.05
PROJ_1094,residential_building,Kolkata,2184843.06,228,45.2,57.4,0.641,0.743,0.198,0.776,0.122,42.9,494029.02,-0.122,0.7,0.9,0.95
PROJ_1095,commercial_building,Pune,9994957.64,473,68.2,39.6,0.635,0.818,0.318,0.6,0.0,27.0,684846.03,0.287,0.9,0.7,1.05
PROJ_1096,bridge_construction,Hyderabad,28243595.79,719,85.1,33.1,0.584,0.878,0.464,0.456,0.0,43.1,2028579.71,0.52,0.8,0.7,1.0
PROJ_1097,residential_building,Ahmedabad,2437055.44,155,85.2,53.6,0.489,0.782,0.217,0.417,0.0,33.1,624873.92,0.316,0.8,0.8,0.98
PROJ_1098,commercial_building,Pune,9079240.5,294,62.8,69.6,0.688,0.882,0.296,0.447,0.068,25.6,948076.22,-0.068,0.9,0.7,1.05
PROJ_1099,commercial_building,Chennai,6514130.42,446,13.9,54.1,0.671,0.743,0.304,0.374,0.403,42.5,745080.28,-0.403,0.8,0.8,1.0
PROJ_1100,highway_construction,Bangalore,21383026.94,646,30.4,62.6,0.689,0.856,0.398,0.641,0.322,29.6,1174531.47,-0.322,0.9,0.6,1.05
PROJ_1101,bridge_construction,Pune,34663172.13,627,12.9,37.0,0.811,0.82,0.481,0.692,0.241,33.7,2236453.43,-0.241,0.9,0.7,1.05
PROJ_1102,commercial_building,Pune,12226032.71,356,65.3,13.1,0.695,0.894,0.319,0.656,0.0,33.8,1392130.7,0.522,0.9,0.7,1.05
PROJ_1103,commercial_building,Chennai,9950189.47,460,84.2,69.0,0.48,0.83,0.292,0.364,0.0,23.1,599758.05,0.152,0.8,0.8,1.0
PROJ_1104,residential_building,Hyderabad,3552426.86,234,78.8,58.1,0.713,0.82,0.218,0.584,0.0,21.8,398266.48,0.206,0.8,0.7,1.0
PROJ_1105,bridge_construction,Hyderabad,35467733.06,646,69.6,32.1,0.675,0.803,0.473,0.507,0.0,40.8,2686532.05,0.375,0.8,0.7,1.0
PROJ_1106,residential_building,Kolkata,2601083.31,155,12.1,24.1,0.677,0.777,0.238,0.444,0.121,19.6,394577.72,-0.121,0.7,0.9,0.95
PROJ_1107,bridge_construction,Pune,33495699.47,853,30.2,13.9,0.631,0.758,0.456,0.501,0.0,31.0,1460424.81,0.163,0.9,0.7,1.05
PROJ_1108,commercial_building,Ahmedabad,12298406.85,366,64.6,29.1,0.524,0.809,0.301,0.583,0.0,26.1,1053861.57,0.356,0.8,0.8,0.98
PROJ_1109,commercial_building,Bangalore,10761713.76,457,69.1,17.1,0.74,0.841,0.309,0.364,0.0,20.4,577172.54,0.519,0.9,0.6,1.05
PROJ_1110,industrial_facility,Kolkata,54991452.75,1081,52.5,54.7,0.558,0.778,0.564,0.716,0.022,55.6,3392905.88,-0.022,0.7,0.9,0.95
PROJ_1111,highway_construction,Kolkata,20354861.82,478,66.3,59.5,0.606,0.747,0.371,0.586,0.0,43.4,2217355.09,0.068,0.7,0.9,0.95
PROJ_1112,residential_building,Bangalore,2942747.94,203,38.5,25.9,0.755,0.85,0.236,0.454,0.0,22.7,395085.88,0.126,0.9,0.6,1.05
PROJ_1113,industrial_facility,Pune,61192128.89,1022,16.6,54.9,0.728,0.817,0.559,0.374,0.383,26.9,1935186.18,-0.383,0.9,0.7,1.05
PROJ_1114,commercial_building,Pune,11114017.26,344,39.7,35.3,0.62,0.831,0.273,0.381,0.0,32.4,1254453.69,0.043,0.9,0.7,1.05
PROJ_1115,residential_building,Kolkata,2834169.16,218,65.7,67.5,0.612,0.792,0.191,0.71,0.018,29.0,451428.72,-0.018,0.7,0.9,0.95
PROJ_1116,bridge_construction,Pune,26474539.54,830,77.5,55.2,0.711,0.909,0.459,0.424,0.0,27.5,1053505.82,0.223,0.9,0.7,1.05
PROJ_1117,bridge_construction,Delhi,25456689.73,837,11.9,37.6,0.856,0.815,0.462,0.557,0.256,27.4,1001498.91,-0.256,0.9,0.8,1.0
PROJ_1118,commercial_building,Bangalore,6211847.91,399,38.6,59.9,0.672,0.891,0.304,0.451,0.213,23.6,441390.81,-0.213,0.9,0.6,1.05
PROJ_1119,industrial_facility,Hyderabad,63742189.14,1026,71.3,73.3,0.581,0.823,0.561,0.606,0.32,34.8,2594037.14,-0.02,0.8,0.7,1.0
PROJ_1120,residential_building,Bangalore,1998746.36,168,25.1,52.8,0.652,0.836,0.204,0.428,0.277,20.2,288959.18,-0.277,0.9,0.6,1.05
PROJ_1121,industrial_facility,Kolkata,62966324.51,1049,42.1,57.4,0.498,0.737,0.574,0.608,0.153,58.6,4217128.63,-0.153,0.7,0.9,0.95
PROJ_1122,residential_building,Chennai,1959475.83,221,57.1,72.9,0.485,0.769,0.231,0.388,0.458,27.9,297430.73,-0.158,0.8,0.8,1.0
PROJ_1123,bridge_construction,Chennai,25477052.65,814,56.2,24.8,0.482,0.784,0.436,0.465,0.0,33.8,1270750.43,0.314,0.8,0.8,1.0
PROJ_1124,highway_construction,Kolkata,14528227.22,509,85.7,70.9,0.641,0.782,0.363,0.551,0.3,30.1,1031389.51,0.149,0.7,0.9,0.95
PROJ_1125,industrial_facility,Delhi,46496073.5,791,65.1,21.8,0.634,0.769,0.571,0.564,0.0,26.0,1834594.94,0.433,0.9,0.8,1.0
PROJ_1126,commercial_building,Bangalore,6754311.41,296,50.9,68.3,0.605,0.848,0.28,0.59,0.173,32.6,893715.36,-0.173,0.9,0.6,1.05
PROJ_1127,industrial_facility,Mumbai,60268840.9,804,56.4,73.8,0.795,0.719,0.593,0.672,0.475,39.9,3588093.0,-0.175,0.8,0.9,1.1
PROJ_1128,highway_construction,Delhi,19831823.53,491,67.9,21.9,0.758,0.879,0.379,0.496,0.0,18.6,902878.33,0.46,0.9,0.8,1.0
PROJ_1129,residential_building,Ahmedabad,3109272.42,180,30.3,43.6,0.757,0.861,0.199,0.414,0.133,24.2,501688.93,-0.133,0.8,0.8,0.98
PROJ_1130,residential_building,Ahmedabad,1940299.27,165,72.9,22.8,0.521,0.779,0.213,0.593,0.0,44.7,631520.48,0.501,0.8,0.8,0.98
PROJ_1131,residential_building,Ahmedabad,3393101.21,172,29.7,40.5,0.564,0.832,0.224,0.531,0.108,26.9,637355.89,-0.108,0.8,0.8,0.98
PROJ_1132,residential_building,Bangalore,3094944.95,201,64.6,21.8,0.82,0.903,0.229,0.561,0.0,21.7,400921.06,0.428,0.9,0.6,1.05
PROJ_1133,residential_building,Delhi,3445444.76,234,72.4,34.9,0.58,0.839,0.205,0.605,0.0,34.3,607350.71,0.375,0.9,0.8,1.0
PROJ_1134,commercial_building,Pune,6046197.8,394,40.4,70.8,0.605,0.833,0.296,0.35,0.603,45.2,833549.62,-0.303,0.9,0.7,1.05
PROJ_1135,industrial_facility,Chennai,39238283.89,986,29.0,16.5,0.769,0.802,0.575,0.395,0.0,34.1,1628828.12,0.125,0.8,0.8,1.0
PROJ_1136,bridge_construction,Ahmedabad,34403452.65,697,85.9,32.3,0.487,0.871,0.479,0.522,0.0,30.9,1832865.71,0.536,0.8,0.8,0.98
PROJ_1137,residential_building,Kolkata,3154164.25,153,58.8,68.4,0.485,0.712,0.2,0.418,0.096,44.4,1100262.4,-0.096,0.7,0.9,0.95
PROJ_1138,highway_construction,Chennai,13264693.27,680,44.7,29.7,0.56,0.739,0.348,0.682,0.0,40.4,946295.35,0.15,0.8,0.8,1.0
PROJ_1139,bridge_construction,Ahmedabad,23023343.27,804,58.4,15.2,0.539,0.723,0.445,0.548,0.0,43.3,1488387.19,0.432,0.8,0.8,0.98
PROJ_1140,residential_building,Hyderabad,3176056.52,217,25.1,12.2,0.611,0.816,0.223,0.43,0.0,26.8,471862.29,0.128,0.8,0.7,1.0
PROJ_1141,highway_construction,Hyderabad,13812033.6,494,52.8,53.5,0.529,0.759,0.383,0.709,0.006,43.4,1455988.83,-0.006,0.8,0.7,1.0
PROJ_1142,industrial_facility,Bangalore,60295394.73,814,27.6,72.9,0.785,0.812,0.585,0.378,0.753,35.5,3156901.26,-0.453,0.9,0.6,1.05
PROJ_1143,commercial_building,Delhi,12188568.73,398,61.0,23.4,0.811,0.884,0.284,0.438,0.0,17.5,642937.11,0.376,0.9,0.8,1.0
PROJ_1144,residential_building,Delhi,2843769.66,208,32.4,51.9,0.684,0.809,0.236,0.729,0.195,36.9,604329.41,-0.195,0.9,0.8,1.0
PROJ_1145,highway_construction,Pune,13666199.86,634,51.3,12.0,0.788,0.781,0.369,0.662,0.0,40.0,1034745.65,0.394,0.9,0.7,1.05
PROJ_1146,commercial_building,Bangalore,10769938.35,325,66.5,58.3,0.543,0.892,0.287,0.419,0.0,32.5,1292786.81,0.082,0.9,0.6,1.05
PROJ_1147,residential_building,Hyderabad,2781572.52,156,65.4,17.4,0.716,0.799,0.224,0.459,0.0,19.6,419312.97,0.481,0.8,0.7,1.0
PROJ_1148,highway_construction,Bangalore,21919460.4,501,83.7,21.7,0.723,0.858,0.375,0.606,0.0,20.8,1089475.35,0.62,0.9,0.6,1.05
PROJ_1149,residential_building,Delhi,3089000.06,169,16.6,77.0,0.798,0.882,0.233,0.488,0.905,28.6,628837.3,-0.605,0.9,0.8,1.0
PROJ_1150,highway_construction,Bangalore,11358397.29,690,62.2,56.3,0.629,0.874,0.352,0.7,0.0,33.5,661021.93,0.059,0.9,0.6,1.05
PROJ_1151,residential_building,Ahmedabad,3067893.1,161,20.8,49.5,0.793,0.808,0.209,0.554,0.286,24.1,550180.84,-0.286,0.8,0.8,0.98
PROJ_1152,highway_construction,Delhi,19652794.37,643,38.7,72.6,0.774,0.856,0.359,0.8,0.639,40.8,1497105.26,-0.339,0.9,0.8,1.0
PROJ_1153,commercial_building,Kolkata,8753103.14,381,31.3,26.4,0.576,0.712,0.295,0.456,0.0,30.3,834462.25,0.049,0.7,0.9,0.95
PROJ_1154,bridge_construction,Mumbai,29118362.26,645,66.5,73.1,0.494,0.888,0.459,0.642,0.365,46.5,2517784.52,-0.065,0.8,0.9,1.1
PROJ_1155,residential_building,Hyderabad,3596219.89,198,32.5,48.1,0.574,0.885,0.218,0.575,0.156,28.5,623118.7,-0.156,0.8,0.7,1.0
PROJ_1156,bridge_construction,Delhi,27918327.26,805,50.5,20.6,0.731,0.804,0.479,0.765,0.0,35.0,1456457.61,0.299,0.9,0.8,1.0
PROJ_1157,industrial_facility,Chennai,48627257.09,796,53.7,75.2,0.541,0.746,0.55,0.354,0.514,48.4,3550767.01,-0.214,0.8,0.8,1.0
PROJ_1158,bridge_construction,Mumbai,23145943.59,603,12.3,28.8,0.741,0.842,0.46,0.784,0.165,25.8,1189424.64,-0.165,0.8,0.9,1.1
PROJ_1159,bridge_construction,Mumbai,35472946.19,904,25.4,57.5,0.765,0.777,0.501,0.584,0.32,28.8,1355690.58,-0.32,0.8,0.9,1.1
PROJ_1160,industrial_facility,Kolkata,60253483.73,939,65.6,12.0,0.559,0.698,0.561,0.448,0.0,53.2,4100534.82,0.536,0.7,0.9,0.95
PROJ_1161,commercial_building,Kolkata,8240065.98,312,76.6,30.5,0.515,0.778,0.308,0.479,0.0,34.3,1088811.16,0.461,0.7,0.9,0.95
PROJ_1162,residential_building,Bangalore,2501078.06,199,86.5,60.0,0.605,0.878,0.204,0.634,0.0,25.7,388476.65,0.265,0.9,0.6,1.05
PROJ_1163,residential_building,Delhi,3616310.55,212,76.3,61.7,0.83,0.808,0.198,0.565,0.0,24.4,499130.19,0.146,0.9,0.8,1.0
PROJ_1164,industrial_facility,Pune,61117934.72,774,81.5,42.1,0.75,0.871,0.58,0.38,0.0,21.6,2045635.67,0.394,0.9,0.7,1.05
PROJ_1165,bridge_construction,Kolkata,31971692.4,625,21.0,48.8,0.603,0.756,0.495,0.841,0.279,48.7,2990959.31,-0.279,0.7,0.9,0.95
PROJ_1166,industrial_facility,Delhi,35664175.0,1087,18.8,38.8,0.543,0.902,0.562,0.409,0.2,39.1,1540648.69,-0.2,0.9,0.8,1.0
PROJ_1167,residential_building,Hyderabad,2721799.69,163,18.3,68.8,0.529,0.84,0.207,0.498,0.505,32.3,648442.49,-0.505,0.8,0.7,1.0
PROJ_1168,highway_construction,Ahmedabad,13741319.47,473,55.5,77.0,0.521,0.805,0.382,0.695,0.515,52.3,1820659.92,-0.215,0.8,0.8,0.98
PROJ_1169,residential_building,Bangalore,1929061.29,154,82.5,54.1,0.771,0.879,0.215,0.547,0.0,19.7,296322.63,0.283,0.9,0.6,1.05
PROJ_1170,bridge_construction,Delhi,30999559.66,769,25.4,33.8,0.705,0.873,0.447,0.796,0.085,27.8,1341886.93,-0.085,0.9,0.8,1.0
PROJ_1171,highway_construction,Hyderabad,14223865.03,602,31.6,63.7,0.766,0.841,0.36,0.668,0.321,26.0,736780.21,-0.321,0.8,0.7,1.0
PROJ_1172,highway_construction,Kolkata,12748715.46,611,22.6,11.8,0.611,0.766,0.344,0.534,0.0,33.3,832917.17,0.108,0.7,0.9,0.95
PROJ_1173,residential_building,Pune,2579754.45,195,80.3,22.8,0.643,0.772,0.224,0.691,0.0,39.0,619060.9,0.575,0.9,0.7,1.05
PROJ_1174,highway_construction,Bangalore,16230885.15,563,83.7,28.0,0.794,0.815,0.38,0.552,0.0,28.8,998474.45,0.556,0.9,0.6,1.05
